,Language,Parameter,State_1,Certainty_1,Reference_1,Comments_1,State_2,Certainty_2,Reference_2,Comments_2
1320,Nganasan,TA_marks,2,1,Castren 1854:374,"only gives analysis of tense, not of aspect",4,2,Wagner 2018:19,"2 tenses, two aspects"
1321,Nganasan,Evid,0,,Castren 1854:374,does not analyze evidentials,4,2,Wagner 2018:19," inferential, reportative, dubitative, speculative"
1322,Nganasan,Questions,morfología,2,Castren 1854:494,,morfología,2,Wagner 2018:241,
1323,Nganasan,MorphCaus,nan,,,not mentioned,1,2,Wagner 2018:304,
1324,Nganasan,Tones,0,,,,0,,,
1325,Nganasan,Consonants,18,1,Castren 1854:2,,19,2,Wagner 2018:35,"probably even up to two more, depending of / p / is assigned phonetic value"
1326,Nganasan,Vowels,6,1,Castren 1854:2,,8,2,Wagner 2018:48,
1327,Nganasan,NasVowels,0,,,,0,,,
1328,Nganasan,AdjN,Adj N ,2,Castren 1854:187,,Adj N ,2,Wagner 2018:308,
1329,Nganasan,GenN,nan,,,"Only possessive affixes used for examples,no nominal possessors or independent pronouns",GEN N ,2,Wagner 2018:194,"“. Historically, the reflex of the genitive case is a PS *ŋ which has been lost, but has left its trace in the coda, that is, the syllable behaves like a closed syllable”"
1330,Nganasan,BasicWO,nan,,,not discussed,SOV ,2,Wagner 2018:19,“Nganasan is a head-final language and has a non-rigid SOV word order.”
1331,Nganasan,VP_Agr,1,2,Castren 1854:264,,1,2,Wagner 2018:19,
1332,Nganasan,NP_Agr,1,2,Castren 1854:187,declinable (exception in this language family),1,2,Wagner 2018:310,
1333,NIIng,Pron1P,3,2,Maingard 1937:244,incl/excl,3,2,Collins 2011:26,
1334,NIIng,Pron2P,2,2,Maingard 1937:244,,2,2,Collins 2011:26,
1335,NIIng,Pron3P,2,1,Maingard 1937:244,non-human form not analyzed by Maingard,3,2,Collins 2011:26,Extra non-human form
1336,NIIng,Cases,1,1,Maingard 1937:263,there is one example which includes the dative pronoun form given by Collins for a ditransitive sentence,1,2,Collins 2011:33,Sooooo there are obliques but Maingard does not analyze them; there is at least a dative and various postpositions
1337,NIIng,Dem,2,2,Maingard 1937:242,,2,2,Collins 2011:36,kai and a
1338,NIIng,NumClass,0,2,,,0,2,Collins 2011:41,
1339,NIIng,GenClass,0,2,,,0,2,,
1340,NIIng,NounClass,0,2,Maingard 1937:239,,0,2,Collins 2011:26,"“There are no gender distinctions in Nluuki, “"
1341,NIIng,InstrCom,0,2,,,0,2,Collins 2011:25,same preposition is used for both
1342,NIIng,Poss,nan,,,,nan,,,
1343,NIIng,LocDir,nan,,,,0,2,Collins 2011:53,"direction is encoded by serial verbs, not in satellites"
1344,NIIng,TempLoc,nan,,,not discussed,nan,,,not discussed
1345,NIIng,DitransMarking,1,1,Maingard 1937:263,there is one example which includes the dative pronoun form given by Collins for a ditransitive sentence,1,2,Collins 2011:48,"dative marker, but core cases are not marked"
1346,NIIng,CA_case,0,2,Maingard 1937:255,no morphological marking of S/O,0,2,Collins 2011:9,no morphological marking of S/O
1347,NIIng,CA_head,0,2,Maingard 1937:255,no morphological marking of S/O,0,2,Collins 2011:9,no morphological marking of S/O
1348,NIIng,CA_wordorder,1,2,Maingard 1937:255,no morphological marking of S/O,1,2,Collins 2011:9,no morphological marking of S/O
1349,NIIng,PronAlign,neutro,2,Maingard 1937:244,"“T h e s e are the subject forms. T h e y are also used for the object,”",neutro,2,Collins 2011:29,“Object pronouns are the same morphologically as subject pronouns. “
1350,NIIng,NomAlign,neutro,2,,,neutro,2,Collins 2011:9,
1351,NIIng,TA_marks,2,1,Maingard 1937:248,"two tense auxiliaries (present + fut), aspect rhough verb compounds?",3,2,Collins 2011:10,"Tense analyzed in a similar fashion, but Past is analyzed whereas absent with Maingard"
1352,NIIng,Evid,0,,,,0,,,
1353,NIIng,Questions,nan,,,only pronouns?,nan,,Collins 2011:62,“We have not yet investigated whether there are intonational differences between declarative clauses and yes-no questions “
1354,NIIng,MorphCaus,0,1,,"verb compounding language, so probably not",0,2,Collins 2011:53,"“ Serial verbs are used to express a wide variety of semantic relations, including locatives, causatives and benefactives”"
1355,NIIng,Tones,nan,,,not commented,4,2,Collins 2011:26,at least 4
1356,NIIng,Consonants,nan,,,not commented,nan,,,not commented
1357,NIIng,Vowels,nan,,,not commented,nan,,,not commented
1358,NIIng,NasVowels,nan,,,not commented,nan,,,not commented
1359,NIIng,AdjN,nan,2,Maingard 1937:255,"head-initial N, some property concepts before the head (Gueldemann, p.c., explaining Maingards analysis); probably no real adjectives as own PoS class",nan,2,Collins 2011:41,Are there real adjectives? PoS status unclear; head-modifier structure but no adjectives
1360,NIIng,GenN,GEN N ,2,Maingard 1937:255,old poss particle,GEN N ,2,Collins 2011:38,
1361,NIIng,BasicWO,SVO ,2,Maingard 1937:255,a fixed order of the words in t hesentence is of the utmost importance.,SVO ,2,Collins 2011:9,
1362,NIIng,VP_Agr,0,2,Maingard 1937:255,no morphological marking of S/O,0,2,Collins 2011:9,no morphological marking of S/O
1363,NIIng,NP_Agr,0,2,Maingard 1937:255,no real adjectives,0,2,Collins 2011:40,no real adjectives
1364,Nyangi,Pron1P,3,2,Heine 1975:284,,1,2,Beer 2017:146,lost excl./incl.
1365,Nyangi,Pron2P,2,2,Heine 1975:284,,1,2,Beer 2017:146,
1366,Nyangi,Pron3P,2,2,Heine 1975:284,,2,2,Beer 2017:147,known/unknown
1367,Nyangi,Cases,0,2,Heine 1975:285,"the two cases given (venitive, andative) are actually verbal",0,2,Beer 2017:213,“The most obvious loss in noun morphology in Nyang’i is in the complete (or nearly complete) disappearance of the case marking system.”
1368,Nyangi,Dem,2,2,Heine 1975:283,,2,2,Beer 2017:248,
1369,Nyangi,NumClass,0,2,,,0,2,,
1370,Nyangi,GenClass,0,2,,,0,2,,
1371,Nyangi,NounClass,0,2,Heine 1975:282,“kein nominales Klassensystem”,0,2,Beer 2017:48,"“gender, is not operational in the grammar of Nyang’i, “"
1372,Nyangi,InstrCom,0,2,Heine 1975:284,,0,2,Beer 2017:56,"“ /ka/, which can be comitative or instrumental.”"
1373,Nyangi,Poss,nan,,,,0,2,Beer 2017:169,"“For alienably possessed nouns, neither the head nor the dependent is consistently mark”"
1374,Nyangi,LocDir,0,2,Heine 1975:284,,0,2,Beer 2017:213,“The most obvious loss in noun morphology in Nyang’i is in the complete (or nearlycomplete) disappearance of the case marking system.”
1375,Nyangi,TempLoc,0,2,Heine 1975:284,,0,2,Beer 2017:213,
1376,Nyangi,DitransMarking,0,2,Heine 1975:285,,0,2,Beer 2017:213,
1377,Nyangi,CA_case,0,2,Heine 1975:285,,0,2,Beer 2017:174,"“core clause arguments are not overtly marked, word order is VAO/VS, and subjects are frequently omitted, grammatical/semantic role ambiguities often occur.”"
1378,Nyangi,CA_head,1,2,Heine 1975:285,,0,2,Beer 2017:174,"“Although Nyang’i has lost pronominal inflection on the verb for the person and number of the subject, it retains a set of free personal pronouns and a set of personal possessive pronouns.”"
1379,Nyangi,CA_wordorder,1,2,Heine 1975:285,,1,2,Beer 2017:174,
1380,Nyangi,PronAlign,neutro,2,Heine 1975:285,same forms for subject and object,neutro,2,Beer 2017:147,
1381,Nyangi,NomAlign,neutro,2,Heine 1975:285,,neutro,2,Beer 2017:213,no case
1382,Nyangi,TA_marks,3,2,Heine 1975:285,"past tense and future auxiliary, also an habitual aspect",2,2,Beer 2017:5,one past tense and future auxiliary
1383,Nyangi,Evid,0,,Heine 1975:285,two directives,0,2,Beer 2017:113,"“If the etymological directional extensions are presumed to still enconde directional information, then certain attested forms suggest that the speaker was confused about which directional extension to use, perhaps suggesting that the directional sense of the extensions is no longer easily accessible to the speaker”"
1384,Nyangi,Questions,nan,,,not mentioned,nan,,,not mentioned
1385,Nyangi,MorphCaus,0,2,Heine 1975:285,,0,2,Beer 2017:215,"“The entire Proto-Kuliak system of valency-changing derivation has been lost. This includes causative constructions,”"
1386,Nyangi,Tones,4,2,Heine 1975:282,,0,2,Beer 2017:212,“ The decline of tone in Nyang’i is a case of internally-motivated contraction”
1387,Nyangi,Consonants,18,1,Heine 1975:282,,19,2,Beer 2017:20,
1388,Nyangi,Vowels,7,1,Heine 1975:282,,9,2,Beer 2017:27,seems to break down into 5 vowels
1389,Nyangi,NasVowels,0,,,,0,,,
1390,Nyangi,AdjN,N Adj ,2,Heine 1975:284,,N Adj ,2,Beer 2017:5,“nouns are followed by their dependents”
1391,Nyangi,GenN,N GEN ,2,Heine 1975:283,juxtaposicion,N GEN ,2,Beer 2017:167,"no genitive,Possessum – Possessor"
1392,Nyangi,BasicWO,VSO ,2,Heine 1975:282,,VSO ,2,Beer 2017:174,
1393,Nyangi,VP_Agr,1,2,Heine 1975:285,,0,2,Beer 2017:174,"“Although Nyang’i has lost pronominal inflection on the verb for the person and number of the subject, it retains a set of free personal pronouns and a set of personal possessive pronouns.”"
1394,Nyangi,NP_Agr,0,2,Heine 1975:284,no evidence of nominal morphology on Adj,0,2,Beer 2017:58,no plural marker possible on adjectives
1395,Pacific_Gulf_Yupik,Pron1P,3,2,Barnum 1901:69,,3,2,Leer 1990:23,
1396,Pacific_Gulf_Yupik,Pron2P,3,2,Barnum 1901:69,,3,2,Leer 1990:23,
1397,Pacific_Gulf_Yupik,Pron3P,3,2,Barnum 1901:69,,3,2,Leer 1990:23,
1398,Pacific_Gulf_Yupik,Cases,7,2,Barnum 1901:68,,7,2,Leer 1990:35,"“seven cases: absolutive, relative, locative, allative, ablative, perlative, and similaris. “"
1399,Pacific_Gulf_Yupik,Dem,5,2,Barnum 1901:75,5 proximative levels,5,2,Leer 1990:62,"5 proximative levels, different forms for abs/erg/pl"
1400,Pacific_Gulf_Yupik,NumClass,0,2,,,0,2,,
1401,Pacific_Gulf_Yupik,GenClass,0,2,,,0,2,,
1402,Pacific_Gulf_Yupik,NounClass,0,2,Barnum 1901:52,,0,2,,
1403,Pacific_Gulf_Yupik,InstrCom,0,1,Barnum 1901:37,-sum instrumentalno comitative mention/example,0,1,Leer 1990:255,"-suun instrumental, but no example of comitative"
1404,Pacific_Gulf_Yupik,Poss,nan,,,,nan,,,
1405,Pacific_Gulf_Yupik,LocDir,1,2,Barnum 1901:15,,1,2,Leer 1990:60,
1406,Pacific_Gulf_Yupik,TempLoc,0,2,Barnum 1901:14,“Time when is always expressed by the localis.”,0,2,Leer 1990:61,“refer to space or time”
1407,Pacific_Gulf_Yupik,DitransMarking,nan,,Barnum 1901:205,imposible de sacar esa informacion con la manera de anotación de Barnum,nan,,,sin informacion sobre eso; dativo?
1408,Pacific_Gulf_Yupik,CA_case,1,2,Barnum 1901:9,,1,2,Leer 1990:116,“The subject of the transitive VP occurs in the relative case. “
1409,Pacific_Gulf_Yupik,CA_head,1,2,Barnum 1901:119,,1,2,Leer 1990:192,
1410,Pacific_Gulf_Yupik,CA_wordorder,0,2,Barnum 1901:119,,0,2,,
1411,Pacific_Gulf_Yupik,PronAlign,ergativo-absolutivo,2,Barnum 1901:68,"some few forms have special ergative forms left, but not all of them",neutro,2,Leer 1990:179,"“With personal pronouns there is no distinction between the absolutive and relative (read: ergative) case. The oblique cases, on the other hand, are formed by adding to the pronominal stem the same forms of the case endings that are added to possessed nouns.“"
1412,Pacific_Gulf_Yupik,NomAlign,ergativo-absolutivo,2,Barnum 1901:12,,ergativo-absolutivo,2,Leer 1990:122,
1413,Pacific_Gulf_Yupik,TA_marks,3,2,Barnum 1901:18,"pres, past+fut+habitual",3,2,"Leer 1990:71, 73",past + habitual + future (p. 83)
1414,Pacific_Gulf_Yupik,Evid,0,,,,0,,,
1415,Pacific_Gulf_Yupik,Questions,morfología,2,Barnum 1901:199,kâ,morfología,2,Leer 1990:17, enclitic -qaa
1416,Pacific_Gulf_Yupik,MorphCaus,1,2,Barnum 1901:187,,1,2,Leer 1990:193,“postbase” - verb compound?
1417,Pacific_Gulf_Yupik,Tones,0,,,,0,,,
1418,Pacific_Gulf_Yupik,Consonants,71,1,Barnum 1901:4,"without comment, totally unrealiable analysis",18,2,Leer 1990:1,
1419,Pacific_Gulf_Yupik,Vowels,15,1,Barnum 1901:1,,4,2,Leer 1990:2,
1420,Pacific_Gulf_Yupik,NasVowels,0,,,,0,,,
1421,Pacific_Gulf_Yupik,AdjN,nan,2,Barnum 1901:249,"As the adjective does not appear as a distinct part of speech in Innuit, its place is supplied by various forms of the verb. - Adj N for this construction",nan,2,Leer 1990:41,"no real adjectives, but participes built from verbs; maybe stative predicates?"
1422,Pacific_Gulf_Yupik,GenN,GEN N ,2,Barnum 1901:12,“Of god his message”,GEN N ,2,Leer 1990:253,Possessor-Rel Possessum
1423,Pacific_Gulf_Yupik,BasicWO,nan,,Barnum 1901:205,"no da frases analizables como ejemplos, solo verbos con formas pronominales",SOV ,2,Leer 1990:91,"“subject first, then the other NPs in the predicate, then the verb. “"
1424,Pacific_Gulf_Yupik,VP_Agr,1,2,Barnum 1901:119,,1,2,Leer 1990:192,
1425,Pacific_Gulf_Yupik,NP_Agr,nan,,,no PoS class Adjectives,nan,,,no PoS class adjectives
1426,Soo,Pron1P,3,2,Heine 1975:274,,2,2,Beer 2009:31,"excl/incl lost, both markers exist but are varied freely without distinction in meaning"
1427,Soo,Pron2P,2,2,Heine 1975:274,,2,2,Beer 2009:31,
1428,Soo,Pron3P,2,2,Heine 1975:274,,2,2,Beer 2009:31,
1429,Soo,Cases,2,1,Heine 1975:270,leftovers of a tonal system on nounsvenitive and andative locative cases probably didnt manage to distinguish -Vk due to lacking fieldwork,3,2,Beer 2009:29,"“, the /-uk/ locative marker, the /-ok/ instrumentive marker, and the /-a/ goal marker.”"
1430,Soo,Dem,3,2,Heine 1975:272,"3 spatial, one of referencenin, nan, nansn",nan,,,not discussed
1431,Soo,NumClass,0,2,,,0,2,,
1432,Soo,GenClass,0,2,,,0,2,,
1433,Soo,NounClass,0,2,Heine 1975:270,,0,2,,
1434,Soo,InstrCom,nan,,,not discussed,0,1,Beer 2009:29,"only instrumental analyzed, no mention or example with comitative functions"
1435,Soo,Poss,nan,,,not discussed,nan,,,not discussed
1436,Soo,LocDir,1,2,Heine 1975:270,"venitive with locative sense, andative with directional",1,2,Beer 2009:29,
1437,Soo,TempLoc,nan,,,not discussed,nan,,,“Our data is insufficient to determine the exact nature of this spatial relationship.“
1438,Soo,DitransMarking,1,2,"Heine 1975:269, 278",Indirect Object marked with prefix kun-,1,2,Beer 2009:33,dative pronouns with kun-
1439,Soo,CA_case,1,2,Heine 1975:269,leftovers of a tonal system on nouns which is disappearing in favor of rigid word order,0,2,,no leftovers
1440,Soo,CA_head,1,2,Heine 1975:274,"No marking for 3rd person, here, word order takes over",1,2,Beer 2009:11,only 1st and 2nd person
1441,Soo,CA_wordorder,1,2,Heine 1975:269,at least for 3rd person;rigid word order takes over for the tonal distinction of case,1,2,Beer 2009:49,at least for 3rd person
1442,Soo,PronAlign,nominativo-acusativo,2,Heine 1975:274,tonal distinction for Subject/object still active,neutro,2,Beer 2009:31,“Sɔ pronouns do not distinguish between nominative and accusative case.”
1443,Soo,NomAlign,nominativo-acusativo,2,Heine 1975:269,leftovers of a tonal system on nouns,neutro,2,Beer 2009:49,
1444,Soo,TA_marks,7,2,Heine 1975:276,"futur: ko- past: i- past perfect: ka-; prog: mu-; perfect: mut-asp: frecuentiv und habitual (-’at, -’i)",3,2,Beer 2009:14,"past: ka-, future: ko-, inchoative -tez"
1445,Soo,Evid,0,,,no mention,0,,,no mention
1446,Soo,Questions,prosodia,2,Heine 1975:279,rising tone,prosodia,2,Beer 2009:56,rising
1447,Soo,MorphCaus,0,2,Heine 1975:278,de-transitivizing suffix,0,1,,not discussed in this quite extensive grammar sketch
1448,Soo,Tones,4,2,Heine 1975:268,Both grammatical and lexical means of tonal system: “Die Unterscheidung Tiefton/Hochton hat sowohl im grammatischen als auch im lexikalischen Bereich distinktive Punk­tion”,0,2,Beer 2009:49,tone is gone
1449,Soo,Consonants,22,1,Heine 1975:265,,23,2,Beer 2009:3,"a lot of stops; low frequency, but minimal pairs can be established"
1450,Soo,Vowels,8,2,Heine 1975:267,,8,2,Beer 2009:3,
1451,Soo,NasVowels,0,,,,0,,,
1452,Soo,AdjN,nan,,Heine 1975:273,"no adjectives but stative verbs; lists some adjectives which do not seem to be statives, but then no examles",ambos,2,Beer 2009:50,"“While the literature claims that So has no true adjectives (Carlin 1993), our data indicates that this is not the case”"
1453,Soo,GenN,N GEN ,2,Heine 1975:271,juxtaposición Possessum-Possessor,N GEN ,2,Beer 2009:59,
1454,Soo,BasicWO,VSO ,2,Heine 1975:269,,VSO ,2,Beer 2009:49,
1455,Soo,VP_Agr,1,2,Heine 1975:274,"No marking for 3rd person, here, word order takes over",1,2,Beer 2009:11,only 1st and 2nd person
1456,Soo,NP_Agr,1,,Heine 1975:273,"no adjectives but stative verbs; lists some adjectives which do not seem to be statives, but then no examles",1,2,Beer 2009:50,"one adjectives does take plural morphology, others are stative verbs, others don’t have any morphology"
1457,Southern_Coastal_Tsimshian,Pron1P,4,2,Boas 1911:391,,4,2,Dunn 1979:66,
1458,Southern_Coastal_Tsimshian,Pron2P,4,2,Boas 1911:391,,4,2,Dunn 1979:66,
1459,Southern_Coastal_Tsimshian,Pron3P,2,2,Boas 1911:391,,2,2,Dunn 1979:66,
1460,Southern_Coastal_Tsimshian,Cases,nan,,,no discussion of case apart from locative particles (rich prepositional system) but probably presence of an ergative system,2,2,Dunn 1979:66,at least -a (ergative) and -da as “connective” and other weird stuff on page 50 which is argued to be case but does not really show as “canonical” case
1461,Southern_Coastal_Tsimshian,Dem,3,1,Boas 1911:393,“I have not succeeded in the forms of theanalyzing satisfactorily demonstrative pronoun. “,5,2,Dunn 1979:56,"labelled determiners, but clear spatial reference"
1462,Southern_Coastal_Tsimshian,NumClass,1,2,Boas 1911:363,"human beings, on canous, long objects",1,2,Dunn 1979:38,"same system, humans, humans on caous, long objects"
1463,Southern_Coastal_Tsimshian,GenClass,0,2,,,0,2,,
1464,Southern_Coastal_Tsimshian,NounClass,0,2,,,0,2,,
1465,Southern_Coastal_Tsimshian,InstrCom,0,1,,instrumental: p. 334no examples of a special comitative form are given,0,1,,no comitative mentioned
1466,Southern_Coastal_Tsimshian,Poss,1,2,Boas 1911:392,less marking than for other possession,1,2,Dunn 1979:57,"“ Some kinship terms do not have the na- prefix when they are possessed. This fact implies that some kinsmen are considered, in some way, part of one another.“"
1467,Southern_Coastal_Tsimshian,LocDir,1,2,Boas 1911:300,rich prepositional system,1,2,Dunn 1979:43,actually analyzing the clitics as statives
1468,Southern_Coastal_Tsimshian,TempLoc,1,2,Boas 1911:310,,nan,,,
1469,Southern_Coastal_Tsimshian,DitransMarking,0,,,no discussion of case apart from locative particles (rich prepositional system),1,2,Dunn 1979:61,“n indirect object follows the absolutive in the sentence word order. A -da enclitic attaches to the absolutive.”
1470,Southern_Coastal_Tsimshian,CA_case,nan,,,no discussion of case apart from locative particles (rich prepositional system),1,2,Dunn 1979:61,
1471,Southern_Coastal_Tsimshian,CA_head,1,2,Boas 1911:384,,1,2,Dunn 1979:62,ergative alignment
1472,Southern_Coastal_Tsimshian,CA_wordorder,0,2,Boas 1911:384,,0,2,Dunn 1979:62,
1473,Southern_Coastal_Tsimshian,PronAlign,ergativo-absolutivo,2,Boas 1911:391,,ergativo-absolutivo,2,Dunn 1979:66,
1474,Southern_Coastal_Tsimshian,NomAlign,nan,,,no discussion of nominal case apart from locative particles (rich prepositional system),ergativo-absolutivo,2,Dunn 1979:61,
1475,Southern_Coastal_Tsimshian,TA_marks,5,1,Boas 1911: 401,extensive analysis in old questionnaire,9,2,Dunn 1979:59,a lot of aspectual affixes which Boas did not recognize
1476,Southern_Coastal_Tsimshian,Evid,0,,,,0,,,
1477,Southern_Coastal_Tsimshian,Questions,morfología,2,Boas 1911: 405,,morfología,2,Dunn 1979:70,"same affix -i is used in examples as with Boas, but Dunn does not mention it"
1478,Southern_Coastal_Tsimshian,MorphCaus,1,2,Boas 1911: 344,,1,2,Dunn 1979:34,
1479,Southern_Coastal_Tsimshian,Tones,0,,,,0,,,
1480,Southern_Coastal_Tsimshian,Consonants,24,1,Boas 1911: 289,,17,1,Dunn 1979:1,40 alphabetical symbols
1481,Southern_Coastal_Tsimshian,Vowels,20,1,Boas 1911: 289,also 20 vowel qualities…,24,1,Dunn 1979:1,"5 letters, all vary to:short, falling, interrupts, long; 24 vowels? nop"
1482,Southern_Coastal_Tsimshian,NasVowels,0,,,,0,,,
1483,Southern_Coastal_Tsimshian,AdjN,Adj N ,2,Boas 1911: 350,"“the adjective always precedes the noun, “",Adj N ,2,Dunn 1979:57,"“Adjectives, like numbers, come before the noun they modify.”"
1484,Southern_Coastal_Tsimshian,GenN,N GEN ,2,Boas 1911: 353,,N GEN ,2,Dunn 1979:57,“Possession is shown by placing the possessor noun after the noun that is owned.”
1485,Southern_Coastal_Tsimshian,BasicWO,VSO ,1,Boas 1911: 352,"difficult, because few examples are given (mostly only forms with enclitis), but seems to be VSO from examples on this page",VSO ,2,Dunn 1979:59,
1486,Southern_Coastal_Tsimshian,VP_Agr,1,2,Boas 1911:384,,1,2,Dunn 1979:62,ergative alignment
1487,Southern_Coastal_Tsimshian,NP_Agr,1,1,Boas 1911: 377-385,"not explicitly discussed, but various adjectives in the list of plural morphology (not comparative/superlatives but real plural)",1,2,Dunn 1979:57,“must agree in number with the noun they modify”
1488,Southern_Yukaghir,Pron1P,2,2,Jochelson 1905:116,Kolyma dialect is southern,2,2,Maslova 1999:301,
1489,Southern_Yukaghir,Pron2P,2,2,Jochelson 1905:116,,2,2,Maslova 1999:301,
1490,Southern_Yukaghir,Pron3P,2,2,Jochelson 1905:116,,2,2,Maslova 1999:301,
1491,Southern_Yukaghir,Cases,9,2,Jochelson 1905:105,not counted “temporal” because it does not seem to work as a case; no examples given as well; neither comparatives as they seem to be phrasal; added “predicative” because its form is there (-lek) even though Jochelson did not analyze it ,9,2,Maslova 1999:5,"“Nominative, Predicative, Accusative, Instrumental, Dative, Locative, Ablative, Prolative, and Comitative”"
1492,Southern_Yukaghir,Dem,2,1,Jochelson 1905:116,"tin, tan",3,2,Maslova 1999:306,"ti,ta, ada"
1493,Southern_Yukaghir,NumClass,0,2,,,0,2,,
1494,Southern_Yukaghir,GenClass,0,2,,,0,2,,
1495,Southern_Yukaghir,NounClass,0,2,Jochelson 1905:112,“The Yukaghir language has no grammatical distinc­tion of gender. “,0,2,,
1496,Southern_Yukaghir,InstrCom,1,2,Jochelson 1905:105,two comitatives actually; one instrumental,1,2,Maslova  1999:5,
1497,Southern_Yukaghir,Poss,nan,,,,nan,,,
1498,Southern_Yukaghir,LocDir,1,2,Jochelson 1905:106,"“In some cases the locative answers also the question Whither? and expresses motion into an object, while the dative mostly indicates motion toward an object.”",1,2,Maslova 1999:140,"locative can express both motion towards and location, but the dative also expresses direction"
1499,Southern_Yukaghir,TempLoc,1,2,Jochelson 1905:110,,1,2,Maslova  1999:143,"“In its temporal meaning, the Locative case can express either a particular period of time or a quantity of time (“"
1500,Southern_Yukaghir,DitransMarking,1,2,Jochelson 1905:108,here are some examples of ditransitive “give”; pronoun bears dative affix,1,2,Maslova  1999:140,dative
1501,Southern_Yukaghir,CA_case,1,2,Jochelson 1905:107,,1,2,Maslova 1999:5,
1502,Southern_Yukaghir,CA_head,1,2,Jochelson 1905:123,,1,2,Maslova 1999:184,
1503,Southern_Yukaghir,CA_wordorder,0,2,Jochelson 1905:103,,0,2,Maslova 1999:184,
1504,Southern_Yukaghir,PronAlign,nominativo-acusativo,2,Jochelson 1905:117,"“With the exception of a few phonetic peculiarities, thecase-suffixes of pronouns are the same as those of nouns.“",nominativo-acusativo,2,Maslova 1999:302,
1505,Southern_Yukaghir,NomAlign,nominativo-acusativo,2,Jochelson 1905:107,some neutral person constellations are found,nominativo-acusativo,2,Maslova 1999:5,
1506,Southern_Yukaghir,TA_marks,3,1,Jochelson 1905:119,Aspect is really not the old men’s strength,8,2,Maslova 1999:221,"at least 2 tense and 6 aspect markers, probably more, especially if we count compounded times"
1507,Southern_Yukaghir,Evid,2,2,Jochelson 1905:128,evidential hearsay“perfective” for an action that certainly will take place: first hand,2,2,Maslova 1999:227,"non-future (“perfective”), and inferential (“evidential”); direct citation of Jochelson as well"
1508,Southern_Yukaghir,Questions,morfología,2,Jochelson 1905:120," The indefinite has three forms in the indicative mode, apositive, a negative, and an interrogative.”",morfología,2,Maslova 1999:606,stem alternation for questions with wh-pronouns
1509,Southern_Yukaghir,MorphCaus,1,2,Jochelson 1905:131,,1,2,Maslova 1999:182,
1510,Southern_Yukaghir,Tones,0,,,,0,,,
1511,Southern_Yukaghir,Consonants,28,1,Jochelson 1905:101,,20,2,Maslova 1999:2,
1512,Southern_Yukaghir,Vowels,5,1,Jochelson 1905:100,+ short/long contrast,6,2,Maslova 1999:2,
1513,Southern_Yukaghir,NasVowels,0,,,,0,,,
1514,Southern_Yukaghir,AdjN,nan,,Jochelson 1905:112,"The adjective has no special form. Instead of it, par­ticiples and other verbal forms (see §§ 80, 84) are used.",nan,,Maslova 1999:12,“The most typologically striking feature of the Yukaghir parts-of-speech system is absence of adjectives “
1515,Southern_Yukaghir,GenN,GEN N ,2,Jochelson 1905:104,,GEN N ,2,Maslova 1999:12,
1516,Southern_Yukaghir,BasicWO,SOV ,2,Jochelson 1905:107,"“ If used as a direct object, it is put between the subject and the transitive verb,”",SOV ,2,Maslova 1999:12,
1517,Southern_Yukaghir,VP_Agr,1,2,Jochelson 1905:123,,1,2,Maslova 1999:184,
1518,Southern_Yukaghir,NP_Agr,nan,,Jochelson 1905:112,"The adjective has no special form. Instead of it, par­ticiples and other verbal forms (see §§ 80, 84) are used.",nan,,Maslova 1999:12,“The most typologically striking feature of the Yukaghir parts-of-speech system is absence of adjectives “
1519,Tlingit,Pron1P,2,2,Boas 1917:42,,2,1,Naish 1979:71,no da formas independientes
1520,Tlingit,Pron2P,2,2,Boas 1917:42,,2,1,Naish 1979:71,no da formas independientes
1521,Tlingit,Pron3P,2,2,Boas 1917:44,,2,1,Naish 1979:71,"no da formas independientes, solo ligadas"
1522,Tlingit,Cases,0,1,,case is not discussed,0,1,Naish 1979:67,only spatial (“situational”) cases discussed
1523,Tlingit,Dem,4,1,Boas 1917:113,four productive dem. pronouns; there are lexicalized traces of a fith element which cannot be reconstructed,4,2,Naish 1979:76,
1524,Tlingit,NumClass,1,2,Boas 1917:93,“-nax  is used with numerals referring to human beings”- slaves without this affix,1,2,Naish 1979:104,"same form for humans, but not for other nouns so proably not num.cl?"
1525,Tlingit,GenClass,0,1,Boas 1917:54,"“The possessive -'a is used most frequently to express possession by animals or inanimate objects.“ - the different possessive correspond to different properties of the possessor, but the form is used for other accounts as well",0,1,Naish 1979:109,"no such classification seems to be established and the corresponding forms “a”, “ac” disappeared from the inventory, only “du” left"
1526,Tlingit,NounClass,1,2,Boas 1917:23,"“— Immediately preceding the verbal stem are found a number of elements whose original function seems to  have been to indicate the form of the subject or object of the verb. According to mode and other incidents, their forms show certain variations. In most cases the use of these elements is purely formal. “",1,2,Naish 1979:89,Marked on the verb: “verb themes”
1527,Tlingit,InstrCom,1,2,"Boas 1917:99, 101",-tc (instr)-n/tin (com),0,1,Naish 1979:122,"instrumental jcomitative is argued to be a full word, but the same form also occurs with Boas and it is unclear whether this is indeed the case"
1528,Tlingit,Poss,1,2,Boas 1917:89,marking without suffix -i for inalienable nouns,1,2,Naish 1979:109,"not explicit, but derivable from examples that inalienable possessed nouns also dont take the suffix"
1529,Tlingit,LocDir,nan,,,not discussed,nan,,,not discussed
1530,Tlingit,TempLoc,nan,,,not discussed,nan,,,not discussed
