1,Language_ID,Parameter_ID,Value,Certainty,Comment,Source,Year
1123,Kanakanavu,CA_case,NA,NA,,kanakanavu2018,2018
1124,Kanakanavu,CA_head,1,2,,kanakanavu1975[36],1975
1125,Kanakanavu,CA_head,1,2,,kanakanavu2018[114-115],2018
1126,Kanakanavu,CA_wordorder,1,2,,kanakanavu2018[119],2018
1127,Kanakanavu,CA_wordorder,NA,NA,,kanakanavu1975,1975
1128,Kanakanavu,Cases,NA,NA,,kanakanavu1975,1975
1129,Kanakanavu,Cases,NA,NA,,kanakanavu2018,2018
1130,Kanakanavu,ClassGen,0,NA,,kanakanavu1975,1975
1131,Kanakanavu,ClassGen,0,NA,,kanakanavu2018,2018
1132,Kanakanavu,ClassNoun,0,NA,,kanakanavu1975,1975
1133,Kanakanavu,ClassNoun,1,2,,kanakanavu2018[59-60],2018
1134,Kanakanavu,ClassNum,0,NA,,kanakanavu1975,1975
1135,Kanakanavu,ClassNum,0,NA,,kanakanavu2018,2018
1136,Kanakanavu,Consonants,13,2,,kanakanavu1975[27],1975
1137,Kanakanavu,Consonants,14,2,,kanakanavu2018[30],2018
1138,Kanakanavu,Dem,5,2,,kanakanavu2018[86],2018
1139,Kanakanavu,Dem,NA,NA,,kanakanavu1975,1975
1140,Kanakanavu,DitransMarking,NA,NA,,kanakanavu1975,1975
1141,Kanakanavu,DitransMarking,NA,NA,,kanakanavu2018,2018
1142,Kanakanavu,Evid,0,2,Via clausal constructions,kanakanavu2018[127],2018
1143,Kanakanavu,Evid,NA,NA,,kanakanavu1975,1975
1144,Kanakanavu,GenN,N Gen,2,,kanakanavu2018[61],2018
1145,Kanakanavu,GenN,NA,NA,,kanakanavu1975,1975
1146,Kanakanavu,InstrCom,0,1,Instrumental marker yes - but no commutative form – Sí hay marca de instrumental pero no se menciona marca de comitativo,kanakanavu2018,2018
1147,Kanakanavu,InstrCom,NA,NA,,kanakanavu1975,1975
1148,Kanakanavu,LocDir,NA,NA,,kanakanavu1975,1975
1149,Kanakanavu,LocDir,NA,NA,,kanakanavu2018,2018
1150,Kanakanavu,MorphCaus,1,2,,kanakanavu2018[115-116],2018
1151,Kanakanavu,MorphCaus,NA,NA,,kanakanavu1975,1975
1152,Kanakanavu,NP_Agr,0,2,,kanakanavu2018[83-83],2018
1153,Kanakanavu,NP_Agr,NA,NA,,kanakanavu1975,1975
1154,Kanakanavu,NasVowels,0,2,,kanakanavu1975[27],1975
1155,Kanakanavu,NasVowels,0,2,,kanakanavu2018[33],2018
1156,Kanakanavu,NomAlign,nominative-accusative,1,,kanakanavu1975[36],1975
1157,Kanakanavu,NomAlign,NA,NA,,kanakanavu2018,2018
1158,Kanakanavu,Poss,NA,NA,,kanakanavu1975,1975
1159,Kanakanavu,Poss,NA,NA,,kanakanavu2018,2018
1160,Kanakanavu,Pron1P,5,2,,kanakanavu1975[38],1975
1161,Kanakanavu,Pron1P,5,2,,kanakanavu2018[72],2018
1162,Kanakanavu,Pron2P,2,2,,kanakanavu2018[72],2018
1163,Kanakanavu,Pron2P,4,2,,kanakanavu1975[38],1975
1164,Kanakanavu,Pron3P,0,2,,kanakanavu1975[38],1975
1165,Kanakanavu,Pron3P,1,2,,kanakanavu2018[72],2018
1166,Kanakanavu,PronAlign,nominative-accusative,1,,kanakanavu1975[38],1975
1167,Kanakanavu,PronAlign,NA,NA,,kanakanavu2018,2018
1168,Kanakanavu,Questions,0,2,Lexical,kanakanavu2018[136-137],2018
1169,Kanakanavu,Questions,NA,NA,,kanakanavu1975,1975
1170,Kanakanavu,TA_marks,4,2,,kanakanavu1975[51],1975
1171,Kanakanavu,TA_marks,6,2,,kanakanavu2018[99],2018
1172,Kanakanavu,TempLoc,NA,NA,,kanakanavu1975,1975
1173,Kanakanavu,TempLoc,NA,NA,,kanakanavu2018,2018
1174,Kanakanavu,Tones,0,1,No comment,kanakanavu1975,1975
1175,Kanakanavu,Tones,0,1,not mentioned,kanakanavu2018,2018
1176,Kanakanavu,VP_Agr,1,2,,kanakanavu1975[36],1975
1177,Kanakanavu,VP_Agr,1,2,,kanakanavu2018[114-115],2018
1178,Kanakanavu,Vowels,4,2,,kanakanavu1975[27],1975
1179,Kanakanavu,Vowels,6,2,,kanakanavu2018[33],2018
1180,Karok,AdjN,N Adj,1,,karok1957[69],1957
1181,Karok,AdjN,N Adj,2,,karok1997[31],1997
1182,Karok,BasicWO,SOV,2,,karok1997[29],1997
1183,Karok,BasicWO,no basic word order,2,,karok1957[141],1957
1184,Karok,CA_case,NA,NA,,karok1957,1957
1185,Karok,CA_case,NA,NA,,karok1997,1997
1186,Karok,CA_head,1,1,Inference based on examples – Inferencia a partir de la evidencia en los ejemplos.,karok1957,1957
1187,Karok,CA_head,1,NA,Inference based on examples – Inferencia a partir de la evidencia en los ejemplos.,karok1997,1997
1188,Karok,CA_wordorder,1,NA,,karok1997,1997
1189,Karok,CA_wordorder,NA,NA,,karok1957,1957
1190,Karok,Cases,5,1,Imprecise translations,karok1997[26],1997
1191,Karok,Cases,6,1,,karok1957[150-53],1957
1192,Karok,ClassGen,1,1,,karok1957[45],1957
1193,Karok,ClassGen,1,1,,karok1997[25],1997
1194,Karok,ClassNoun,0,1,,karok1997[34],1997
1195,Karok,ClassNoun,1,1,,karok1957[70],1957
1196,Karok,ClassNum,1,2,Singular - plural and dual,karok1957[150],1957
1197,Karok,ClassNum,1,1,Dual forms seems to be lost – Parece haberse perdido la forma dual.,karok1997[25],1997
1198,Karok,Consonants,16,2,,karok1957[7],1957
1199,Karok,Consonants,24,2,,karok1997[24],1997
1200,Karok,Dem,3,2,"""Their use ins not fully understood""",karok1997[25],1997
1201,Karok,Dem,30,1,,karok1957[95],1957
1202,Karok,DitransMarking,NA,NA,,karok1957,1957
1203,Karok,DitransMarking,NA,NA,,karok1997,1997
1204,Karok,Evid,0,NA,,karok1957,1957
1205,Karok,Evid,5,1,Only one proper evidential form - but forms glossed as “truly” counted as well; irrealis has not been considered – Si bien solo se consigna una forma como propiamente evidencial - he considerado marcas glosadas como 'truly'. No he considerado la marca de irrealis.,karok1997[26],1997
1206,Karok,GenN,Gen N,1,,karok1957[49],1957
1207,Karok,GenN,Gen N,2,,karok1997[25],1997
1208,Karok,InstrCom,0,1,,karok1997[25],1997
1209,Karok,InstrCom,1,NA,,karok1957[ 150],1957
1210,Karok,LocDir,1,1,,karok1957[ 75],1957
1211,Karok,LocDir,1,2,,karok1997[26],1997
1212,Karok,MorphCaus,1,2,,karok1957[75/109],1957
1213,Karok,MorphCaus,1,1,,karok1997[171],1997
1214,Karok,NP_Agr,1,1,No adjectives – Los adjetivos son nombres en funciones adjetivales por lo que toman la misma morfología del nombre al que modifican.,karok1957[69],1957
1215,Karok,NP_Agr,1,1,case agreement,karok1997[29],1997
1216,Karok,NasVowels,0,2,,karok1957[7],1957
1217,Karok,NasVowels,0,1,,karok1997[24],1997
1218,Karok,NomAlign,nominative-accusative,1,,karok1957,1957
1219,Karok,NomAlign,nominative-accusative,1,"""Object always remains unmarked (…) subject of transitivies and intransitives clauses are treated equally""",karok1997[26],1997
1220,Karok,Poss,NA,NA,,karok1957,1957
1221,Karok,Poss,NA,NA,,karok1997,1997
1222,Karok,Pron1P,2,1,Inference based on examples - pronominal system is not explicitly presented – Inferencia a partir de ejemplos. No  se presenta el sistema pronominal claramente. Solo se presentan morfemas de trancisión sin especificar las formas.,karok1957[60],1957
1223,Karok,Pron1P,2,2,,karok1997[25],1997
1224,Karok,Pron2P,2,1,Inference based on examples - pronominal system is not explicitly presented – Inferencia a partir de ejemplos. No  se presenta el sistema pronominal claramente. Solo se presentan morfemas de trancisión sin especificar las formas.,karok1957[60],1957
1225,Karok,Pron2P,2,2,,karok1997[25],1997
1226,Karok,Pron3P,2,1,Inference based on examples - pronominal system is not explicitly presented – Inferencia a partir de ejemplos. No  se presenta el sistema pronominal claramente. Solo se presentan morfemas de trancisión sin especificar las formas.,karok1957[60],1957
1227,Karok,Pron3P,3,2,,karok1997[25],1997
1228,Karok,PronAlign,nominative-accusative,1,,karok1957,1957
1229,Karok,PronAlign,nominative-accusative,1,"""Object always remains unmarked (…) subject of transitivies and intransitives clauses are treated equally""",karok1997[26],1997
1230,Karok,Questions,0,1,Previous description assigns interrogative form – Sin embargo la descripción posterior si consigna interrogativo.,karok1957[152],1957
1231,Karok,Questions,1,2,One interrogative,karok1997[26],1997
1232,Karok,TA_marks,7,1,,karok1997[26],1997
1233,Karok,TA_marks,14,1,,karok1957[152],1957
1234,Karok,TempLoc,1,1,LOC.TEMP clitic,karok1957[ 150],1957
1235,Karok,TempLoc,1,2,,karok1997[26],1997
1236,Karok,Tones,0,1,Only intonation / Solo fenómenos de entonación.,karok1957[16],1957
1237,Karok,Tones,0,2,,karok1997[24],1997
1238,Karok,VP_Agr,1,2,,karok1957[64],1957
1239,Karok,VP_Agr,1,2,,karok1997[25],1997
1240,Karok,Vowels,8,2,,karok1957[7],1957
1241,Karok,Vowels,10,1,,karok1997[24],1997
1242,Kokama,AdjN,both,2,,kokama1972[35],1972
1243,Kokama,AdjN,both,2,,kokama2016[262],2016
1244,Kokama,BasicWO,no basic word order,2,no marking of participants - so word order is crucial; at the same time - there does not seem to be a fixed order - but it depends on verb semantics,kokama1972[32],1972
1245,Kokama,BasicWO,no basic word order,2,No fixed order - but conditioned through number/type of verb arguments – No hay un orden fijo. Sin embargo - el orden no es libre. Está condicionado por el requerimiento de marcación de argumentos del verbo.,kokama2016[596],2016
1246,Kokama,CA_case,0,2,,kokama2016[28],2016
1247,Kokama,CA_case,NA,NA,,kokama1972,1972
1248,Kokama,CA_head,0,2,,kokama2016[28],2016
1249,Kokama,CA_head,NA,NA,,kokama1972,1972
1250,Kokama,CA_wordorder,1,NA,,kokama1972,1972
1251,Kokama,CA_wordorder,1,2,,kokama2016[28],2016
1252,Kokama,Cases,0,2,No case marking – No existe marcación de caso. Se utilizan complementos semánticamente marcados con órdenes de palabra específicos.,kokama1972,1972
1253,Kokama,Cases,10,2,obliques are marked con postpositions,kokama2016[319],2016
1254,Kokama,ClassGen,0,NA,,kokama1972,1972
1255,Kokama,ClassGen,0,NA,,kokama2016,2016
1256,Kokama,ClassNoun,0,NA,But there is masculine/feminine talk – Sin embargo hay habla femenina y habla masculina.,kokama1972,1972
1257,Kokama,ClassNoun,0,2,But there is masculine/feminine talk – Sin embargo hay habla femenina y habla masculina.,kokama2016[181],2016
1258,Kokama,ClassNum,1,2,SG/PL,kokama1972[68],1972
1259,Kokama,ClassNum,1,2,,kokama2016[181],2016
1260,Kokama,Consonants,11,2,,kokama2016[40],2016
1261,Kokama,Consonants,17,1,Based on graphemes,kokama1972[145],1972
1262,Kokama,Dem,13,1,Two forms presented of masculine/feminine talk – Se consignan formas de habla masculina y femenina aunque con mismo significado.,kokama1972[1556-162],1972
1263,Kokama,Dem,15,2,All forms are considered - but some seem to be derived forms – Se consignan todas las formas recogidas por Vallejo. Sin embargo - muchas de ellas son formas derivadas.,kokama2016[170],2016
1264,Kokama,DitransMarking,1,2,Recipient and goal are marked with dative - and locative – recipiente’ y 'meta' se marcan con dativo y locativo respectivamente.,kokama2016[272],2016
1265,Kokama,DitransMarking,NA,NA,,kokama1972,1972
1266,Kokama,Evid,4,2,Vallejos calls it modal - but forms have evidential functions: certainty - inference - personal information,kokama2016[401],2016
1267,Kokama,Evid,NA,NA,,kokama1972,1972
1268,Kokama,GenN,Gen N,2,,kokama1972[51],1972
1269,Kokama,GenN,Gen N,2,,kokama2016[152],2016
1270,Kokama,InstrCom,1,NA,,kokama1972[50],1972
1271,Kokama,InstrCom,1,2,,kokama2016[292-299],2016
1272,Kokama,LocDir,1,2,,kokama1972[11],1972
1273,Kokama,LocDir,1,2,Locativo vs Alativo.,kokama2016[307],2016
1274,Kokama,MorphCaus,1,2,,kokama1972[109],1972
1275,Kokama,MorphCaus,1,2,,kokama2016[610],2016
1276,Kokama,NP_Agr,0,1,No adjectives – La lengua no tiene adjetivos propiamente dichos. La función adjetival la cumplen algunos nombres. Estos no llevan marca de concordancia con el nombre.,kokama1972[35],1972
1277,Kokama,NP_Agr,0,2,No adjectives – La lengua no tiene adjetivos.,kokama2016[116],2016
1278,Kokama,NasVowels,0,NA,,kokama1972[145],1972
1279,Kokama,NasVowels,0,NA,,kokama2016,2016
1280,Kokama,NomAlign,nominative-accusative,1,Some ergative patterns can be observed – Se encuentran algunos patrones ergativos.,kokama2016[118],2016
1281,Kokama,NomAlign,NA,NA,Not marked for case – Los pronombres - como los nombres - no presentan marcación de caso.,kokama1972,1972
1282,Kokama,Poss,0,NA,,kokama1972,1972
1283,Kokama,Poss,1,1,,kokama2016[164],2016
1284,Kokama,Pron1P,6,2,Short and long forms for both sg and pl inclusive and exclusive – Formas largas y cortas para singular - plural exclusiva y plural inclusiva.,kokama1972[27],1972
1285,Kokama,Pron1P,13,2,Free forms and clitics - distinguished between female and male speech – Formas libres y clíticos. Distinción entre habla femenina y masculina.,kokama2016[149],2016
1286,Kokama,Pron2P,4,2,Short and long forms for both sg and pl - Formas largas y cortas para singular y plural.,kokama1972[27],1972
1287,Kokama,Pron2P,10,2,Free forms and clitics - distinguished between female and male speech – Formas libres y clíticos. Distinción entre habla femenina y masculina.,kokama2016[149],2016
1288,Kokama,Pron3P,5,2,long and short forms – Formas largas y cortas.,kokama1972[27],1972
1289,Kokama,Pron3P,10,2,,kokama2016[149],2016
1290,Kokama,PronAlign,NA,NA,no case marking,kokama1972,1972
1291,Kokama,PronAlign,NA,2,no case marking,kokama2016[118],2016
1292,Kokama,Questions,1,2,,kokama1972[21],1972
1293,Kokama,Questions,1,2,,kokama2016[425],2016
1294,Kokama,TA_marks,4,1,Faust states that aspect is coded through auxiliary erbs - but Vallejos sees many more suffixes; Problem: Faust is not a grammar - but rather teaching material; Faust afirma que el aspecto se obtiene a partir de verbos auxiliares. Sin embargo - Vallejos consigna muchos más sufijos. Debe considerarse que el texto de Faust no es una gramática sino más bien un conjunto de lecciones de aprendizaje.,kokama1972[45],1972
1295,Kokama,TA_marks,8,2,5 tense - 3aspect,kokama2016[389],2016
1296,Kokama,TempLoc,1,1,,kokama1972[74/138],1972
1297,Kokama,TempLoc,NA,1,,kokama2016,2016
1298,Kokama,Tones,0,NA,,kokama1972[145],1972
1299,Kokama,Tones,0,NA,,kokama2016,2016
1300,Kokama,VP_Agr,0,2,,kokama2016[28],2016
1301,Kokama,VP_Agr,1,1,,kokama1972[78],1972
1302,Kokama,Vowels,5,2,,kokama2016[51],2016
1303,Kokama,Vowels,6,1,,kokama1972[145],1972
1304,KomiZyrian,AdjN,Adj N,2,,komizyrian1841[75],1841
1305,KomiZyrian,AdjN,Adj N,2,,komizyrian1998[318],1998
1306,KomiZyrian,BasicWO,no basic word order,2,VO tendency - but flexible - especially S,komizyrian1841[75],1841
1307,KomiZyrian,BasicWO,no basic word order,2,“ the usual order being Sfubject] P redicate] 0[bject] A[dverbialj.But any other order is possible - constraints applying only within the phrase.Only the position of lhe nominal predicate after the subject is fixed:”,komizyrian1998[321],1998
1308,KomiZyrian,CA_case,1,2,,komizyrian1841[6],1841
1309,KomiZyrian,CA_case,1,2,rich case system,komizyrian1998[312],1998
1310,KomiZyrian,CA_head,1,2,,komizyrian1841[23],1841
1311,KomiZyrian,CA_head,1,2,person suffixes for subject,komizyrian1998[316],1998
1312,KomiZyrian,CA_wordorder,0,2,,komizyrian1841[75],1841
1313,KomiZyrian,CA_wordorder,0,2,,komizyrian1998[321],1998
1314,KomiZyrian,Cases,13,2,The missing cases seem to have grammaticalized from postpositions borrowed from Russian - see Gabelentz 1841:35 - where various forms are given which resemble the missing cases - especially the comitative,komizyrian1841[6],1841
1315,KomiZyrian,Cases,17,2,bound form - borrowed from Russian? See Gabelentz comment,komizyrian1998[312],1998
1316,KomiZyrian,ClassGen,0,2,,komizyrian1841,1841
1317,KomiZyrian,ClassGen,0,2,,komizyrian1998,1998
1318,KomiZyrian,ClassNoun,0,2,,komizyrian1841,1841
1319,KomiZyrian,ClassNoun,0,2,,komizyrian1998,1998
1320,KomiZyrian,ClassNum,0,2,,komizyrian1841,1841
1321,KomiZyrian,ClassNum,0,2,,komizyrian1998,1998
1322,KomiZyrian,Consonants,22,1,taking the alphabet as base,komizyrian1841[3],1841
1323,KomiZyrian,Consonants,26,1,9 palatal sounds seems werid,komizyrian1998[309],1998
1324,KomiZyrian,Dem,2,1,does only talk about proximate demonstrative - the distal is missing (but likely not missing in the language?),komizyrian1841[20],1841
1325,KomiZyrian,Dem,3,2,,komizyrian1998[314],1998
1326,KomiZyrian,DitransMarking,1,2,rich case system,komizyrian1841[6],1841
1327,KomiZyrian,DitransMarking,1,2,rich case system,komizyrian1998[312],1998
1328,KomiZyrian,Evid,0,NA,,komizyrian1841,1841
1329,KomiZyrian,Evid,0,NA,,komizyrian1998,1998
1330,KomiZyrian,GenN,N Gen,2,but orden of Possessor/possessum is flexible,komizyrian1841[75],1841
1331,KomiZyrian,GenN,N Gen,2,,komizyrian1998[319],1998
1332,KomiZyrian,InstrCom,0,2,Missing commutative - expressed through free postposition which could be borrowed from Russian – missing comitative in his analysis; but he gives a free postposition which resembles the comitative case as analyzed by Hausenberg - borrowed from Russian which might have grammaticalized,komizyrian1841[36],1841
1333,KomiZyrian,InstrCom,1,2,Comitative grammaticalized from Russian,komizyrian1998[312],1998
1334,KomiZyrian,LocDir,1,2,illative - terminativ/transitive etc,komizyrian1841[58],1841
1335,KomiZyrian,LocDir,1,2,illative - transitive,komizyrian1998[312],1998
1336,KomiZyrian,MorphCaus,1,2,,komizyrian1998[317],1998
1337,KomiZyrian,MorphCaus,NA,NA,missing from analysis,komizyrian1841,1841
1338,KomiZyrian,NP_Agr,0,2,no agreement,komizyrian1998[318],1998
1339,KomiZyrian,NP_Agr,1,2,case and number,komizyrian1841[13],1841
1340,KomiZyrian,NasVowels,0,NA,,komizyrian1841,1841
1341,KomiZyrian,NasVowels,0,NA,,komizyrian1998,1998
1342,KomiZyrian,NomAlign,nominative-accusative,2,,komizyrian1841[6],1841
1343,KomiZyrian,NomAlign,nominative-accusative,2,,komizyrian1998[312],1998
1344,KomiZyrian,Poss,NA,NA,,komizyrian1841,1841
1345,KomiZyrian,Poss,NA,NA,,komizyrian1998,1998
1346,KomiZyrian,Pron1P,2,2,,komizyrian1841[15],1841
1347,KomiZyrian,Pron1P,2,2,all pronominal forms are implicitly given throughout the text,komizyrian1998[313],1998
1348,KomiZyrian,Pron2P,2,2,,komizyrian1841[15],1841
1349,KomiZyrian,Pron2P,2,2,,komizyrian1998[313],1998
1350,KomiZyrian,Pron3P,2,2,,komizyrian1841[15],1841
1351,KomiZyrian,Pron3P,2,2,,komizyrian1998[313],1998
1352,KomiZyrian,PronAlign,nominative-accusative,2,,komizyrian1841[15],1841
1353,KomiZyrian,PronAlign,nominative-accusative,2,,komizyrian1998[313],1998
1354,KomiZyrian,Questions,morphology,2,does not talk about intonation and phonology,komizyrian1841[43],1841
1355,KomiZyrian,Questions,morphology,2,both morphological and intonation: a question can be impliedpurely by intonation - so that the stress falls on the focused word,komizyrian1998[321],1998
1356,KomiZyrian,TA_marks,5,2,3 tense - 2 aspect,komizyrian1841[22],1841
1357,KomiZyrian,TA_marks,5,2,,komizyrian1998[315],1998
1358,KomiZyrian,TempLoc,0,2,inessive for both,komizyrian1841[56],1841
1359,KomiZyrian,TempLoc,0,2,there’s an enassive case but without description - but most probably resembles the Gabelenth case,komizyrian1998[312],1998
1360,KomiZyrian,Tones,0,NA,,komizyrian1841,1841
1361,KomiZyrian,Tones,0,NA,,komizyrian1998,1998
1362,KomiZyrian,VP_Agr,1,2,,komizyrian1841[23],1841
1363,KomiZyrian,VP_Agr,1,2,person suffixes for subject,komizyrian1998[316],1998
1364,KomiZyrian,Vowels,7,2,taking the alphabet as base - but this seems more reliable with vowels than with consonants,komizyrian1841[3],1841
1365,KomiZyrian,Vowels,7,2,taking the literatre version as reference point because Gabelentz takes this as reference as well,komizyrian1998[308],1998
1366,Korana,AdjN,Adj N,2,implicit from examples,korana1879[16],1879
1367,Korana,AdjN,Adj N,2,postnominal Adj are possible but seem to be predicative (or reverse dependency),korana1930[41],1930
1368,Korana,BasicWO,SOV,2,,korana1879[37],1879
1369,Korana,BasicWO,NA,NA,no coherent evidence - once VS is mentioned - at other place VOS (Meinhof),korana1930[44],1930
1370,Korana,CA_case,1,2,subject affixes on N and V,korana1879[18],1879
1371,Korana,CA_case,1,2,attaching to N and V,korana1930[44],1930
1372,Korana,CA_head,1,2,subject affix,korana1879[18],1879
1373,Korana,CA_head,1,2,subject affix? Both authors give the same incoherent analysis,korana1930[44],1930
1374,Korana,CA_wordorder,0,2,,korana1879[18],1879
1375,Korana,CA_wordorder,0,2,,korana1930[44],1930
1376,Korana,Cases,1,2,“subjektdeterminitiv” (subjectdetermining) as ergative marker?,korana1879[24],1879
1377,Korana,Cases,1,2,there is an affix which is probably some kind of ergative predicative marker,korana1930[40],1930
1378,Korana,ClassGen,0,2,,korana1879,1879
1379,Korana,ClassGen,0,2,,korana1930,1930
1380,Korana,ClassNoun,1,2,,korana1879[12],1879
1381,Korana,ClassNoun,1,2,,korana1930[34],1930
1382,Korana,ClassNum,0,2,,korana1879,1879
1383,Korana,ClassNum,0,2,,korana1930,1930
1384,Korana,Consonants,22,2,4  clicks,korana1879[3],1879
1385,Korana,Consonants,22,2,4 clicks; he Did not count h as phoneme but is clearly present and part of his description,korana1930[22ff],1930
1386,Korana,Dem,2,2,Two forms only: I”m K. fand ich nur he (hi) „dieser“ und –na”,korana1930[28],1930
